title,article,etc,time,current_time,like,comment,district
ㅠㅠ.  당근.하루일과,그래 그렇게 당근에서 글 뎃글 치고 노닥거리고 싶은가요 ? 재밋나요??,"독산제3동
·
생활/편의
·
1일 전",1일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
4",금천구
고양이 주인이 학대,집 안에서 누가 욕하며 물건 던지는 소리처럼 들리고 고양이가 밖에서 우는 소리가 들리길래 나가봤는데 고양이를 밖에다 내던지며 학대하고 있는 것 같아요 고양이가 혼자 복도에 떨면서 앉아있는데 이런 상황에서는 어떻게 해야하나요..? 도와주세요 ㅠㅠ #독산동#고양이학대,"독산동
·
반려동물
·
1일 전",1일 전,2024-11-28 00:41:08,"좋아요 수
9","댓글 수
15",금천구
악순환. 당근 빌런들.  ,빌런 무슨뜾인지 알죠 (악마?)들 이죠. 원래는 천사인데요 따라서 많은 사람들에게 도움을 주고 봉사? 하고 나름 착하게 산다고 각자 자부합니다 이렇게 좋은일 하는사람들 이라고 하지만 실체는 악마들 입니다. 본인 자기의 전문분야도 아니면서 허위성 뎃글 달고 무지에 따르는 얄팍한 입(손가락)놀림 으로 글치고 누군가는 선택장애 유발시키고. 신빙성없는 당근이 되어 버리고. 따라서 당근 전체가 불신으로 가득차고. 특히. 설치. 설비.이사.등 각종 해주세요.도움 요청 하시는분들 당근이외 다른 업체.또는 앱 에서 충분히 검색 알아보고 1만.2만? 해주세요 하는 것이죠. 당근알바 ㅠㅠ 사람취급 누가 하겠습니까 ? 이글을 보시는 유저님들 만일 혹여 알바가 필요하다면 당근알바(동네생활) 구인 하겠습니까? 저렴하고 싸구려 알바 구하시나요? 어떠한 이유 에서 당근 뎃글러 짓 하는지는 모르겠으나 옳바르지 못한 한줄의 뎃글이 당근전체를 불신으로 만들고 그것이 빌런짓 입니다,"독산동
·
고민/사연
·
1일 전",1일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
0",금천구
평일 10~16시 롤 같이 하실분,월-금 위에 시간대 맞춰서 롤하실분 구합니당 탑레는 마스터고 매시즌 다이아1은 찍습니다 편하게 재밌게 고정적으로 가능한분 구합니당 (아이디 많아서 듀오구간은 최대한 맞추겠습니다),"가산동
·
취미
·
2일 전",2일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
0",금천구
독산동 김치찌개 맛집 있나요?!,부모님이 시원칼칼한 김치찌개를 너무 드시고 싶어 하는데 제 손맛이 영 별루여서요ㅜㅡㄴ,"시흥제4동
·
맛집
·
2일 전",2일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
2",금천구
찐맛집 같이갈 소수정예 구합니다!,인스타나 블로그에 광고성 맛집이 너무 판을 치고 있는 요즘 찐 맛집 서로서로 같이가서 맛있게 먹고 친해지고 할 사람 구합니다!! 저랑 또래인 20대 중반분들 환영합니다! #맛집#친목,"시흥동
·
취미
·
2일 전",2일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
0",금천구
오피스텔  청소,28일에 청소 맡기려고하는데 기존에 살고있던 사람이있고 신축은 아니지만 그래도 전체적으로 청소가 필요하더라구요 5만원 정도에 청소는 구하기 어렵나요??,"독산제2동
·
이사/시공
·
2일 전",2일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
9",금천구
[Tmi] 안살 수가 없었어요^^;;;,"인스타 보던 중 SP*O 에서 이번에 나온 망그러진곰 콜라보가 넘 귀여워서 오늘 매장 근처에 온 김에 구경하려고 들렀는데.... 으앙아앙!!! 넘 귀엽짜나아!!!! 라는 진부한 대사와 함께 기냥 질러버렸찌요😭 옷 살 계획이 1도 없었는데;;;; 하하하....;;; 이번 겨울 잘 입음 되죠 모^^;;;; ""DO NOTHING""","독산동
·
취미
·
2일 전",2일 전,2024-11-28 00:41:08,"좋아요 수
2","댓글 수
4",금천구
런닝 같이할 수 있는 동네친구 만들고싶어요,- 꾸준히 운동해서 자기관리하는 사람 - 남녀불문,"시흥동
·
운동
·
2일 전",2일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
1",금천구
월요일,심심해요 요즘 의욕이 없어서 낮에 나가기도 싫쿠... ㅜ,"시흥제1동
·
일반
·
2일 전",2일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
7",금천구
미니비 애니 타시는분?,구매하려하는데 저희아파트 엘베가 작아서 체크좀 하려고합니다 체크해주실수있는분? 소정의 기프티콘 선물해드릴게요 시흥동입미다,"시흥제1동
·
취미
·
2일 전",2일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
0",금천구
오토바이 주차는 신고 못하나요?,저희집이 대문을 나서면 바로 내리막길인 언덕이 있는데저희 주택에 살지도 않으면서 항상 그 쪽에 오토바이를 대 놓으셔서 어머니가 내려가실 때 마다 넘어지시곤 하시는데 어떻게 신고 못하나요?,"시흥제4동
·
일반
·
2일 전",2일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
3",금천구
살사나 바차타,배우고 있는데 배우고 있는분 계신가요~?,"가산동
·
취미
·
2일 전",2일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
0",금천구
뜨개 초보 알려줄 사람,뜨개질을 처음 해보고싶은데 유튜브로 절대 혼자서는 안해서 혹시 왕초보한테 알려주실 분 계신가여 엄청난 숙련자는 아니셔도 괜찮은데 귀도리를 넘 직접 떠보고 싶어서요,"시흥동
·
취미
·
2일 전",2일 전,2024-11-28 00:41:08,"좋아요 수
0","댓글 수
1",금천구
눈 한바구니~~ 😂🤭😱,맛보고 싶네!~ ㅋㅋㅋ 외출했다 집에 들어오니 너무 졸리네요 ㅋㅋ 잘자요 🤗 2024.11.28 목요일 00:27.,"영등포본동
·
동네풍경
·
11분 전",11분 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
1회 무료 체험,영등포구청역 4번 출구 뜨거운곳에서 몸 관리하세요ㅎ,"양평동2가
·
생활/편의
·
23분 전",23분 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
우편함에 누군가 쿠키를 넣어두고 갔어요..,집 우편함에 누군가 직접 만든 것 같은 쿠키?를 넣어두고 갔어요 쪽지도 상표도 뭐 그런 것도 없고 그냥 비닐봉투에 쿠키 두개만 넣어두고 갔는데 .. 뭘까요 ㅠ 혹시 이런 경험 있으신 분들 그냥 버리고 말았나요? 경찰에 신고해야할지..,"당산동
·
고민/사연
·
40분 전",40분 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
문래 힐스테이트 정전….,힐스테이트 정전 혹시 문래동 다른 아파트도 정전된 곳 있나요?,"문래동3가
·
생활/편의
·
약 1시간 전",약 1시간 전,2024-11-28 00:41:27,"좋아요 수
2","댓글 수
12",영등포구
문래 6가쪽 무슨일있나여??,문힐 후문쪽에 경찰자 구급차 소방차 와있는데 무슨일있나요??,"문래동
·
동네사건사고
·
약 1시간 전",약 1시간 전,2024-11-28 00:41:27,"좋아요 수
1","댓글 수
14",영등포구
길고양이 구조하시는데 아시는분있을까요?,최근에 어미랑 새끼고양이들 중성화하러보내면서 미처 한마리를 마지막까지 못잡았는데 하필이면 오늘 눈이펑펑내려서 ㅜㅜ 어디서 계속 갖혀있는지 몇시간내내울다가 점점 소리가 작아져서 걱정입니다 ㅜㅠ주택가쪽에 사람안사는 곳에 갇힌것같아요 방법이없을까요?? 걱정이 너무 되어요 ㅠㅠ,"영등포동1가
·
반려동물
·
약 2시간 전",약 2시간 전,2024-11-28 00:41:27,"좋아요 수
1","댓글 수
0",영등포구
눈냥이 눈멍이 눈오리 구경하세요,열심히 만들었어요 희희흐,"영등포동3가
·
일반
·
약 2시간 전",약 2시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
11월 첫눈~~,11월에 첫눈이 왔네요( v^-゜)♪,"대림제3동
·
동네풍경
·
약 2시간 전",약 2시간 전,2024-11-28 00:41:27,"좋아요 수
2","댓글 수
1",영등포구
신길동 강아지 산책 나눔해주실분!,육아때문이 바쁘고 힘들어서 강아지 2마리한테 소홀해지네요! 산책만 시켜주시면 됩니다 강아지 좋아하시는분들 지원주시면 감사할것같아요~~ 파토내는분들이 많아서 확실하게 가능한분들만 지원부탁드립니다~ 시간은 20분에서 30분정도 생각하고있어요,"신길동
·
반려동물
·
약 2시간 전",약 2시간 전,2024-11-28 00:41:27,"좋아요 수
1","댓글 수
0",영등포구
오늘 아침에 카드지갑 분실하신분 있으실까?요?,본인은 어떤카드가 들어있는지 아실꺼같아서. 지갑만 찍어서 올려요. 한강성심병원근처 길가의 눈속에서 발견했어요. 대략위치는 리치하임 근방이에요.,"영등포동7가
·
분실/실종
·
약 3시간 전",약 3시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
간단하게 보실분!,얼굴에 자신있는 분만!! 간맥해용,"영등포동4가
·
동네친구
·
약 3시간 전",약 3시간 전,2024-11-28 00:41:27,"좋아요 수
2","댓글 수
2",영등포구
냉삼 좋아하시는분,영등포 근처 맛집 추천점 ㅠㅠ,"신길동
·
맛집
·
약 3시간 전",약 3시간 전,2024-11-28 00:41:27,"좋아요 수
1","댓글 수
2",영등포구
영등포구청역 순대트럭,언제오시나요ㅜㅜ 화욜인줄 알았는데 어제 안계셔서..,"당산제1동
·
맛집
·
약 3시간 전",약 3시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
올리브유요 ,엑스트라버진은 높은온도에서는 사용하지말라고 하는데 생선튀기거나 야채볶을때 좋은기름 추천좀부탁드려요 당뇨에 고혈합 야버지가있으셔서 추천좀부탁드려요 ^^;;,"신길제1동
·
생활/편의
·
약 3시간 전",약 3시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
10",영등포구
PC방 메뉴추천 질문,Pc방 갈때 뭐 먹을려고 할때 뭐는 비싸고 해서 뭐시킬까해서 음료 추천 꿀조합 알려주세요,"도림동
·
맛집
·
약 4시간 전",약 4시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
네옥스 PC 1달찬데,어떤메뉴를 고를지 모르겠네요 추천해주세요,"도림동
·
맛집
·
약 4시간 전",약 4시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
한강성심병원 장례식장주변 시끄럽나요?,당산에서 그 근처(영등포시장) 쪽으로 이사갈까하는데 혹시 장례식장 옆 원룸이라 시끄러운게 아닐까 걱정돼서요…,"당산동
·
생활/편의
·
약 4시간 전",약 4시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
번개장터 다신 안써야 겠네요,사기가 판을 치고 있습니다 사기를 좀 번장은 해결좀 해야하는거 아닌가요?,"도림동
·
고민/사연
·
약 4시간 전",약 4시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
4",영등포구
역경 앝바,"뉴코아 강남점 지하 식당에 알바를 갔더니 역시 긴 역사를 품은 상가답게 결재기가 다 고물이다. 그럼 사람을 쓸 거면 새로 좀 장만하지 카드 인식이 잘 안 돼서 감으로 각도를 잡아 긁어야하는데 사장이 눈꺼풀에 힘을 주며 이렇게 이러엏케 호리릭 하는 거라고 가르쳐주긴 하지만 내가 그 감을 하루 가서 알 수 없지 않나. 자 봐, 요리 요리 요러옿케! 딴 건 안 힘든데 생각도 못한 게 역경이었다. 자기는 고장나는 거 쓰면서 감 잡은 걸 그 날 온 사람한테 하라고","신길동
·
일반
·
약 4시간 전",약 4시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
여의도 공원,아름답다~~ 센트럴 파크보다 낫다,"여의도동
·
동네풍경
·
약 4시간 전",약 4시간 전,2024-11-28 00:41:27,"좋아요 수
2","댓글 수
1",영등포구
같이 인문학 책 읽어보실분 !!,"진짜 요즘 책에 관심이 많이 생겼는데, 인생 다시 제대러 살아볼려고 책에 관심있는 분들 모아봐용!! 같이 서로 모임 만들고 읽어볼 분들 구합니다 ㅎㅎ","대림제1동
·
취미
·
약 4시간 전",약 4시간 전,2024-11-28 00:41:27,"좋아요 수
1","댓글 수
0",영등포구
지갑을 찾아요..,어제 밤 12시쯤 택시에서 내린후 집까지 1분거리인데지갑을 떨어트린것같아요.. 대림1동 신대림초등학교 쪽 골목에서 이 지갑을 습득하신분이 있다면 연락부탁드립니다ㅜㅜ,"대림제1동
·
분실/실종
·
약 4시간 전",약 4시간 전,2024-11-28 00:41:27,"좋아요 수
1","댓글 수
1",영등포구
지난 번에 자소서 첨삭글 올렸던 쓰니에요!,한 분 더 받을게요!! 첨삭받고 싶으신 분 댓글 주세요!!~ 노동의 댓가는 합격후기 댓으로 받겠습니다!! #자소서,"신길동
·
일반
·
약 4시간 전",약 4시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
2",영등포구
  첫 눈 온날에,뭔가 누군가와 도란도란 노가리라도 까고 싶은 그런 날이었네요. 서울 이곳에 그런 친구는 없고 해서 당근에 노가리 대신해서 노래 두곡 올립니다. 황가람::나는 반딧불 https://youtu.be/59iVUkOty-k?si=MHtp5wrl7A2DuF7q 신형원::개똥벌레 https://youtu.be/SM9U8RCj_i4?si=inXNF0X8CQYZ7SB4 ----------------------------🎼🎶 로제&윤수일 두 아파트 믹싱^^ https://youtu.be/s3SmotRRi90?si=DAuzI_gC4LneOsEK 어떨때는 노래 하나가 수필집 열권을 넘을때가 있어요. 저에겐 오늘이 꼭 그런 날 이네요. 쓸데 없다 나무라지 마시고 두곡 다 들어주세요.😏,"신길제1동
·
일반
·
약 5시간 전",약 5시간 전,2024-11-28 00:41:27,"좋아요 수
4","댓글 수
14",영등포구
페레가모 지갑 찾아요.,"11/26일 지갑을 잃어버린거 같아요. 장소는 선유도역 근처 입니다. 제 민증이랑 돌아가신 어머니 민증(김*옥)이 같이 있어요. 꾝 찾고 싶습니다.. 신용카드는 3장이 꽂혀 있습니다.(우리, 현대, 삼성(빨강))","양평동3가
·
분실/실종
·
약 5시간 전",약 5시간 전,2024-11-28 00:41:27,"좋아요 수
2","댓글 수
0",영등포구
11월 27일 수요일 오늘 문래 롯데캐슬 정류장에서 핸드폰 잃어버렷는데 주우신분?,정류장에서 아이폰 오전 8~11시경 잃어버렷는데 주우신분?ㅠㅠ,"문래동6가
·
분실/실종
·
약 5시간 전",약 5시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
홀쇼 가지고 계신분 잇으실까요??,가게를 오픈해서 싱크대를 새로삿는데 홀쇼가없어서 못뚫고잇는데 급하게 뚫어주실분 잇으실까요? 2만원 비용드릴개요 ㅠㅠ,"영등포동7가
·
이사/시공
·
약 5시간 전",약 5시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
여의도공원 다둥이 행복카드 주웠습니다.,11.27(수) 18:50분 경에 여의도공원 중간쯤에서 다둥이카드를 주워서 글 남깁니다. 댓글 없으면 영등포경찰서 교통정보센터에 맡기려고 합니다. 이X희 님으로 되어있네요.,"여의도동
·
분실/실종
·
약 6시간 전",약 6시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
에아팟프로 왼쪽 주인찾아요,리드원 지식센터 바로 앞에서 주웟어요 밟힐까바 주워왓는데 주인 찾아용!,"양평동3가
·
분실/실종
·
약 6시간 전",약 6시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
All That Sparkly Things',다다즈 개인전 'All That Sparkly Things' 단순하고 경쾌한 생각을 위트 있는 색감으로 표현했다고 해서 색에 대한 영감받으러 갑니다! 더 현대에서 전시하구용 이번주 토요일에 갈려고 하는데 시간되시면 같이 가요!! 20대 중반 여자라서 동성 또래로 구합니다!,"여의동
·
취미
·
약 7시간 전",약 7시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
양평역 순대투럭 아저씨,오셧나요!!!??????,"양평동3가
·
맛집
·
약 7시간 전",약 7시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
영시역 샤인에스테틱 추천해용,영등포 아크로타워 상가 2층 샤인에스테틱 추천해요 저는 마사지를 진짜 좋아해서 기기로만 해주는 관리는 안좋아하고 수기와 기기 두개를 적절히 조합해서 시원하게 받는거 좋아하는데 여기가 딱그래서 넘좋아요 맛사지 좋아하시는 분! 특히 아프기만한 압말고 시원하게 센압 좋아하시는 분!! 한번 관리받아보셔요~~,"영등포동5가
·
미용
·
약 7시간 전",약 7시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
혹시 관악구 당근되시는분 거래 좀 도와주실분~~,저 이거 사야하는데 관악구 영역이 아니라 대화좀 해주실분!!,"영등포동6가
·
일반
·
약 8시간 전",약 8시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
테라리움,이끼 테라리움 카페에 2명~4명 모여 이끼 테라리움 만들어보아요. 화~목 3시부터 7시까지 원하는 시간대 그 외 시간은 사전조율 필요 비용: 인당 3만원 (준비물 X) 재료 확보차 3일전 예약 필수입니다.,"영등포동6가
·
취미
·
약 8시간 전",약 8시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
기존 월세방이 너무 안빠지는데 방법 없을까요?ㅜㅜ,잘 아시는 분들 좀 도와주세요 ㅠㅠ 월세에서 전세로 이사가는 과정 중 부동산에서 기존 월세방이 좋은편이라 금방 빠질거다 바로 빼주겠다 라는 말에 바로 전셋집 알아보고 바로 계약해서 지금 이사간지 한 달 반정도 됐는데요 월세방이 아직도 공실이고 한달치 월세는 날라간 상태에요계약했던 부동산은 연락도 잘 안 받고 노력은 하고있는데 어렵다 여러 부동산 연락 돌려봐라 이런 답변만 오구요.. 만기가 내년 7월까지라 만기 전 퇴실로 들어가서 새로운 세입자가 안 들어오면 계속 월세를 내야하는 상황이라ㅠㅠㅠ 이 상황에 좋은 방법 .. 뭐 없을까요..? 방을 빨리 빼는법이나....... 도와주세요 ㅠ.ㅠ.ㅠ.ㅠ.ㅠ,"신길동
·
주거/부동산
·
약 8시간 전",약 8시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
9",영등포구
안녕하세요.,이번에 이전하는 사무실에 한쪽벽면이 파랑색나무 판으로 덮여있더라구요. 가로3m세로2m 사이즈인데 저걸 제거하고 페인트칠 아님 도배중 고민하고 있습니다. 저걸 제거할려면 어디 연락해야 되는지 모르겠네요. 혹시 아시는분 답변 부탁드립니다^^,"양평동5가
·
이사/시공
·
약 8시간 전",약 8시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
구로역 근처에 스캔 가능한 곳 있나요?,문서 스캔해야할게 있는데 구로역 주변에 피시방이나 카페?같은 곳? 혹시 있을까요???,"대림제3동
·
일반
·
약 9시간 전",약 9시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
모의 인터뷰 해주실 분 (중국어 언어 교환 가능),안녕하세요. 차주 면접이 있는 외국인 취준생입니다. 한국어 말하기 연습하고 싶어서 모의 인터뷰 도와주실 분이 구하고 있습니다. 시간: 이 번주 장소: 영등포구청/문래 연령 : 무관 * 경력이 있으신분 희망 제가 특별한 재능이 없으나 원하시며 따로 시간을 잡아서 대만 여행 관련 정보나 중국어 언어 교환 등등 활동으로 재능 기부해 드릴 수 있습니다. 감사합니다.,"당산동1가
·
고민/사연
·
약 9시간 전",약 9시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
오늘 광장아파트 사거리 순대트럭 나왔나요~?,안가봐서 잘모르는데 여긴 순대 주문하면 허파랑 간은 안주시나요? 네이버 검색해봤는데 순대만 주시는 것 같아서요ㅜㅜ,"여의도동
·
맛집
·
약 9시간 전",약 9시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
에어팟 프로 잃어버리신 분 찾습니다,오늘 11/27 아침 신길 용우동 앞에서 발견했어요! 연락주세여!,"신길제1동
·
분실/실종
·
약 9시간 전",약 9시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
5",영등포구
당산역 주변에 사시는 분들 쓰레기 봉투 구매처,"당산역 주변에 사시는 분들 쓰레기 봉투 어디서 구입하시나요? 아크로마트인가 오피스텔과 연결된 마트에서 구매했었는데 곧 없어지려고 하는지 ㅜㅜ 쓰레기 봉투가 없는 날이 많더라구요 쓰레기봉투 5L , 음식물쓰레기 봉투 2L짜리 사용하는데 편의점에선 안팔아서 어디서 구입할 수 있는지 알려주시면 감사하겠습니다^^","당산동6가
·
생활/편의
·
약 10시간 전",약 10시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
신풍역 근처 맛집 탐방 모임 만들면 오실 분 계신가요,맛집 탐방이라기 보단 동네에 식당이 많이 생겼는데 같이 갈 사람이 없네요 ㅠㅠ 대패상회도 가고 싶고 비스타 에코에 샤브샤브집 생기면 거기도 가고 싶어요 평일(월~목) 저녁에 퇴근 후 같이 밥만 먹고 집에 가실 분들 계실까요 남녀 상관 없이 4-5명 모임 생각 중이고 혹시 생각 있으시면 댓글 남겨 주세요... 시간 날짜 정해서 모이는 거 아니고 오늘 이거 땡긴다! 싶으면 이야기 해서 시간 나는 사람들끼리 모이고 그런 모임 만들고 싶어용,"신길제5동
·
동네친구
·
약 10시간 전",약 10시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
5",영등포구
눈은,보는 건 좋은데 맞으면 그냥 하늘에서 내리는 하얀 똥이다. 출근하고 일하는 사람한텐 그냥 똥이다. 눈이 좋다고 하는 건 백수다. 하얀 손 하얀 눈 이유 있는 끌림 눈내리고 비오는날 뭐 주문하는 사람 훠이,"신길동
·
일반
·
약 10시간 전",약 10시간 전,2024-11-28 00:41:27,"좋아요 수
1","댓글 수
3",영등포구
우리동네 현재 함박눈이,아침과다른 경치가 넘 좋아요. 아름다운 그자체로 처음으로 도시 전체가 축복인거 같아요!!,"영등포본동
·
동네풍경
·
약 10시간 전",약 10시간 전,2024-11-28 00:41:27,"좋아요 수
1","댓글 수
1",영등포구
대림3동 정전,지금 현대아파트 1차는 다 정전인 것 같은데 혹시 주변에는 괜찮으신가요?,"대림제3동
·
동네사건사고
·
약 10시간 전",약 10시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
세탁기 배수호스 급수호스 교체싸게하는업체,세탁기 배수호스 급수호스 교체 싸게하는 업체 좀 알려주세요,"신길제3동
·
이사/시공
·
약 11시간 전",약 11시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
2",영등포구
붕어빵 파는곳,겨울이라고 아이가 붕어빵을 먹어야겠다고합니다ㅠㅠ 대림동 주변 붕어빵 파는곳 있을까요?,"대림동
·
맛집
·
약 11시간 전",약 11시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
3",영등포구
첫 눈에 반하게  오는 눈,영등포 본동에서 볼수있는 멋진풍경 감상해보아요~,"영등포본동
·
동네풍경
·
약 11시간 전",약 11시간 전,2024-11-28 00:41:27,"좋아요 수
1","댓글 수
2",영등포구
팝업스토어 가실분,주말 열리는 팝업가실분,"신길제1동
·
취미
·
약 11시간 전",약 11시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
철물 가져가실분 있으실까요,가게 정리하다가 나온 철물인데 철물점에 팔면 돈이 된다해서 내비뒀는데 크기가 커서 동네 할머님들이 못가져가시네요 트럭있으셔야 될거같아요,"양평동5가
·
이사/시공
·
약 11시간 전",약 11시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
20대 여자 밴드 드럼 구합니다,"20대 중~후반 여자(글쓴이 포함 6명), 초보로만 구성되어있는 취미 밴드입니다! 주로 홍대~신촌에서 한달에 한번씩 곡 선정 후 합주하고 있으며 제가 취업 때문에 나오게 되어서 드럼 대타로 함께 하실 분을 구해봅니다🥹 12월 합주는 혜성, 질풍가도인데 쉬운 드럼을 찾아둬서 모시게 되면 알려드릴게요~","양평동5가
·
취미
·
약 11시간 전",약 11시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
선유도공원 눈사람,눈이 어마어마하게 지치지도 않고 내립니다. 잘 뭉쳐지는 눈이라 점심시간에 뚝딱! 눈사람 만들었어요.,"당산동
·
동네풍경
·
약 11시간 전",약 11시간 전,2024-11-28 00:41:27,"좋아요 수
4","댓글 수
1",영등포구
맥북 충전기 빌려주실 수 있는 분..!,맥북이 충전이 안되는데 충전기의 문제인지 ㅜㅠ 확인해보고 싶은데 여분의 충전기가 없어요.. 매장에서도 충전만 해보는건 어렵다고 하는데 혹시 맥북 c타입 충전기를 잠시 빌려주실 수 있는 분 계실까요?,"영등포동7가
·
고민/사연
·
약 12시간 전",약 12시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
3",영등포구
소방 미비시설 해결 부탁드립니다,소방필증 받으려고 점검을 했는데요 이런 시정사항이 나왔네요 해결 가능한 업체 연락+예상비용 말씀 부탁드립니다.,"영등포동4가
·
생활/편의
·
약 12시간 전",약 12시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
취미로 사진찍으시는분!,혹시 취미로 사진찍으시고 출사도 나가시는 분 계신가요 12/7 오후 파티 사진 찍어주실 분 구해요!,"문래동3가
·
취미
·
약 12시간 전",약 12시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
혹시..,카카오톡 톡딜에 발리여행 뜬거 가고 싶은데 혹시 같이 가실 분 계신가요🥺 저는 30중반 여성입니다. 비슷한 또래면 좋을것같아요 store.kakao.com/hanatour/products/***-****-****? ref=share 이거에여 12.11출발꺼 생각중입니다 톡딜이라서. 내일까지만 구매가능합니다,"양평동4가
·
취미
·
약 13시간 전",약 13시간 전,2024-11-28 00:41:27,"좋아요 수
3","댓글 수
4",영등포구
영업에대해 간단한 컨설팅 받으세요,"업종 불물 영업에대해 무료로 컨설팅 받으세요 영업쪽으로만 13년, 38개 업종 영업 경력, 문래동 사무실 입니다. 제가 이분야최고다 이런건아니고, 저도 다양한 업계 이야기를 들어보고 같이 대화 해보고 싶어서 글 올릭니다♡ 무상이니, 편하게 어떻게 영업하고 키워가면 좋을지 얘기 나누는 시간 가져보면 좋을듯합니다.","문래동
·
교육
·
약 13시간 전",약 13시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
0",영등포구
도림동 맛집 추천 해주세요,여기로 이사온지 한달 채 안되었습니다 도림동 굴보쌈 맛있는 곳이 있을까요? 아니더라도 맛집 추천 부탁드립니다,"도림동
·
맛집
·
약 13시간 전",약 13시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
여의도에서 영등포 넘어오는 서울교  인근,사시는 분들 그 앞에 신안산선공사소음 심한가요??,"신길제1동
·
생활/편의
·
약 13시간 전",약 13시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
대림삼거리 농협 (하나로마트) 무슨일?,대림삼거리 하나로마트 줄인가요? 줄이 엄청길게 서있네요. 무슨일있나요??,"신길제6동
·
생활/편의
·
약 13시간 전",약 13시간 전,2024-11-28 00:41:27,"좋아요 수
1","댓글 수
2",영등포구
위키드 보러가실 분 구해요!,11/29 금 CGV 영등포나 여의도에서 퇴근 후에 보러 갈 사람? 🥺 나이 비슷하신 분이랑 보고 싶어서 20대나 30대 초면 좋을 것 같아요,"당산동
·
취미
·
약 13시간 전",약 13시간 전,2024-11-28 00:41:27,"좋아요 수
0","댓글 수
1",영등포구
